"sessionId","completedAt","metadata","participantId","participantUsername","procedureId","procedureName","steps","totalTimeSec","trainNumber"
"sess_1764877390836_kqyf3k","2025-12-04T19:43:10.836Z","{""createdAt"":{""S"":""2025-12-04T19:43:10.836Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-04T19:43:09.393Z""}}","P14","user13","1","Centrifuge - Train 2","[{""M"":{""stepId"":{""N"":""1""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""20""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""2""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""109""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""6""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""86""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""11""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""244""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""12""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""6""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""13""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""354""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""14""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""8""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""15""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""3""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}}]","833","2"
"sess_1764028508476_8qabjq","2025-11-24T23:55:08.495Z","{""createdAt"":{""S"":""2025-11-24T23:55:08.495Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-11-24T23:55:08.163Z""}}","P3","tharundtr","1","","[{""M"":{""stepId"":{""N"":""1""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""5""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""85""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""6""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""11""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""12""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""0""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""13""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""14""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""0""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""15""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}}]","94",""
"sess_1764868337854_vfyexv","2025-12-04T17:12:17.873Z","{""createdAt"":{""S"":""2025-12-04T17:12:17.873Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-04T17:12:16.307Z""}}","P13","user_34","3","Pressure Testing - Train 1","[{""M"":{""stepId"":{""N"":""41""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""24""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""42""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""43""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""10""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""44""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""11""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""45""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""21""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""50""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""74""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""51""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""110""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""52""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""4""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""53""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""17""},""stepNumber"":{""N"":""9""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""54""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""8""},""stepNumber"":{""N"":""10""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""55""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""38""},""stepNumber"":{""N"":""11""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""56""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""8""},""stepNumber"":{""N"":""12""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""57""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""15""},""stepNumber"":{""N"":""13""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""58""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""6""},""stepNumber"":{""N"":""14""},""exceededThreshold"":{""BOOL"":false}}}]","354","1"
"sess_1764860095668_e910ks","2025-12-04T14:54:55.668Z","{""createdAt"":{""S"":""2025-12-04T14:54:55.668Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-04T14:54:55.521Z""}}","P8","user_31","1","Centrifuge - Train 1","[{""M"":{""stepId"":{""N"":""1""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""305""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""2""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""89""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""6""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""712""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""11""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""26""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""12""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""400""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""13""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""31""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""14""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""52""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""15""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""3""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}}]","1621","1"
"sess_1764878417226_01bll6","2025-12-04T20:00:17.245Z","{""createdAt"":{""S"":""2025-12-04T20:00:17.245Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-04T20:00:14.550Z""}}","P15","user14","1","Centrifuge - Train 2","[{""M"":{""stepId"":{""N"":""1""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""8""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""2""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""94""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""6""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""43""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""11""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""242""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""12""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""494""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""13""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""18""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""14""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""2""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""15""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""5""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":true}}}]","909","2"
"sess_1764859355760_v7uqcf","2025-12-04T14:42:35.808Z","{""createdAt"":{""S"":""2025-12-04T14:42:35.808Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-04T14:42:33.458Z""}}","P9","user11","2","Column Flushing - Train 2","[{""M"":{""stepId"":{""N"":""20""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""298""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""21""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""3""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""22""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""29""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""23""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""16""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""24""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""49""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""25""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""255""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""26""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""6""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""27""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""8""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""31""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""38""},""stepNumber"":{""N"":""9""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""32""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""5""},""stepNumber"":{""N"":""10""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""33""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""34""},""stepNumber"":{""N"":""11""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""34""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""33""},""stepNumber"":{""N"":""12""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""35""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""38""},""stepNumber"":{""N"":""13""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""36""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""5""},""stepNumber"":{""N"":""14""},""exceededThreshold"":{""BOOL"":false}}}]","824","2"
"sess_1764859992796_enrdj2","2025-12-04T14:53:12.796Z","{""createdAt"":{""S"":""2025-12-04T14:53:12.796Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-04T14:53:10.022Z""}}","P10","user12","2","Column Flushing - Train 2","[{""M"":{""stepId"":{""N"":""20""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""63""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""21""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""5""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""22""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""13""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""23""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""6""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""24""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""17""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""25""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""139""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""26""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""5""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""27""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""5""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""31""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""13""},""stepNumber"":{""N"":""9""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""32""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""24""},""stepNumber"":{""N"":""10""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""33""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""20""},""stepNumber"":{""N"":""11""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""34""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""37""},""stepNumber"":{""N"":""12""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""35""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""23""},""stepNumber"":{""N"":""13""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""36""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""17""},""stepNumber"":{""N"":""14""},""exceededThreshold"":{""BOOL"":false}}}]","393","2"
"sess_1764879061444_5tl4u2","2025-12-04T20:11:01.445Z","{""createdAt"":{""S"":""2025-12-04T20:11:01.445Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-04T20:10:59.654Z""}}","P17","user_36","3","Pressure Testing - Train 1","[{""M"":{""stepId"":{""N"":""41""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""22""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""42""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""3""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""43""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""12""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""44""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""9""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""45""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""27""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""50""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""94""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""51""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""59""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""52""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""16""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""53""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""26""},""stepNumber"":{""N"":""9""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""54""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""7""},""stepNumber"":{""N"":""10""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""55""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""11""},""stepNumber"":{""N"":""11""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""56""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""21""},""stepNumber"":{""N"":""12""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""57""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""18""},""stepNumber"":{""N"":""13""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""58""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""4""},""stepNumber"":{""N"":""14""},""exceededThreshold"":{""BOOL"":false}}}]","335","1"
"sess_1764877305136_arpc65","2025-12-04T19:41:45.156Z","{""createdAt"":{""S"":""2025-12-04T19:41:45.156Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-04T19:41:43.461Z""}}","P17","user_36","2","Column Flushing - Train 1","[{""M"":{""stepId"":{""N"":""20""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""18""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""21""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""22""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""8""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""23""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""5""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""24""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""16""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""25""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""3""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""26""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""46""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""27""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""21""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""31""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""28""},""stepNumber"":{""N"":""9""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""32""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""19""},""stepNumber"":{""N"":""10""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""33""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""9""},""stepNumber"":{""N"":""11""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""34""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""19""},""stepNumber"":{""N"":""12""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""35""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""22""},""stepNumber"":{""N"":""13""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""36""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""2""},""stepNumber"":{""N"":""14""},""exceededThreshold"":{""BOOL"":false}}}]","224","1"
"sess_1764028727453_fev8z5","2025-11-24T23:58:47.453Z","{""createdAt"":{""S"":""2025-11-24T23:58:47.453Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-11-24T23:58:47.265Z""}}","","","1","","[{""M"":{""stepId"":{""N"":""1""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""5""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""6""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""11""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""12""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""13""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""0""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""14""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""15""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}}]","10",""
"sess_1764865182095_fri17d","2025-12-04T16:19:42.095Z","{""createdAt"":{""S"":""2025-12-04T16:19:42.095Z""},""version"":{""S"":""1.0""},""completedAt"":{""S"":""2025-12-04T16:19:39.707Z""}}","P9","user11","1","Centrifuge - Train 2","[{""M"":{""stepId"":{""N"":""1""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""327""},""stepNumber"":{""N"":""1""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""2""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""11""},""stepNumber"":{""N"":""2""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""6""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""110""},""stepNumber"":{""N"":""3""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""11""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""862""},""stepNumber"":{""N"":""4""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""12""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""355""},""stepNumber"":{""N"":""5""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""13""},""subStepsShown"":{""BOOL"":true},""timeSpentSec"":{""N"":""79""},""stepNumber"":{""N"":""6""},""exceededThreshold"":{""BOOL"":true}}},{""M"":{""stepId"":{""N"":""14""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""12""},""stepNumber"":{""N"":""7""},""exceededThreshold"":{""BOOL"":false}}},{""M"":{""stepId"":{""N"":""15""},""subStepsShown"":{""BOOL"":false},""timeSpentSec"":{""N"":""1""},""stepNumber"":{""N"":""8""},""exceededThreshold"":{""BOOL"":false}}}]","1761","2"
