session_uid,procedure_slug,procedure_id,participant_id,laptop_short,rtaps_session_id,decision_time_synced_t,decision_time_unix_t,window_start_synced_t,window_end_synced_t,pupil_n_samples,pupil_data_yield,pupil_diam_mean,pupil_diam_std,pupil_diam_median,pupil_diam_iqr,pupil_diam_slope,pupil_diam_range,pupil_eye_asymmetry,pupil_pcps_mean,pupil_pcps_std,pupil_diam_mean_z,pupil_diam_slope_z,fixation_count,fixation_rate_per_sec,fixation_dur_mean_ms,fixation_dur_std_ms,fixation_dur_median_ms,fixation_dispersion_mean,fixation_dispersion_std,fixation_time_in_fixation_ratio,fixation_saccade_amp_mean,blink_count,blink_rate_30s,blink_dur_mean_s,blink_dur_std_s,blink_inter_interval_mean_s,blink_inter_interval_cv,blink_long_count,gaze_n_samples,gaze_norm_x_mean,gaze_norm_y_mean,gaze_norm_x_std,gaze_norm_y_std,gaze_region_entropy,gaze_region_top1_ratio,gaze_transitions_per_sec,step_number,step_id,n_steps_remaining,step_threshold_s,time_in_step_so_far_s,is_over_threshold_now,progress_vs_threshold,step_sub_steps_shown_eventually,step_exceeded_threshold_eventually,cumulative_session_time_s,cumulative_blink_count_session,cumulative_long_blink_count_session,frac_window_in_current_step,valid,data_yield,workload_label
lenovo__211__centrifuge,centrifuge,1,P9,lenovo,sess_1764865182095_fri17d,50629.875935136886,1764864153.095,50619.875935136886,50629.875935136886,,,,,,,,,,,,,,77.0,2.566666666666667,114.77660389521459,36.88631895542348,96.5924999982235,1.2369134297304403,0.28255422036396516,0.2945932833310508,0.06865987300466134,,,,,,,,0.0,0.5095365246718346,0.6046038575347484,0.06268834802492484,0.10306270671293236,1.302237977118116,0.5844155844155844,1.3,4.0,11.0,4.0,68.0,284.0,1.0,4.176470588235294,1.0,1.0,732.0,0.0,0.0,1.0,True,,
zahabi__321__centrifuge,centrifuge,1,P11,zahabi,sess_1764862036407_ac5ipm,5680.630135,1764861654.6839075,5670.630135,5680.630135,,,,,,,,,,,,,,65.0,2.1666666666666665,197.95827692312463,149.3749661438881,189.20900000011895,1.0434254268389376,0.3654202898021811,0.4289096000001033,0.07464384328874901,3.0,3.0,0.3706779999999223,0.22158125567946746,6.799106499999652,0.7615057213767488,1.0,0.0,0.5227823790717132,0.5957464410155043,0.10949145990854661,0.18064928244011505,1.7967575869440986,0.46153846153846156,1.0,5.0,12.0,3.0,298.0,28.276907444000244,0.0,0.09488895115436323,0.0,1.0,1081.2769074440002,44.0,17.0,1.0,True,,
lenovo__231__centrifuge,centrifuge,1,P14,lenovo,sess_1764877390836_kqyf3k,63492.63376,1764877015.8543787,63482.63376,63492.63376,1228.0,1.0233333333333334,3.0164125763215286,0.28484496548402793,3.04397805376946,0.41136444986523957,-0.02045718504692066,2.2618514805571177,0.4288000322857344,0.03042277311335822,0.08449872357982177,0.031106712670707748,-0.0069929229806984785,72.0,2.4,110.72347222216194,33.71866466841005,94.36550000100397,1.1322211467768009,0.36202746895940185,0.2657363333331887,0.13317725954897502,8.0,8.0,0.3472226250005406,0.11359711646338279,3.204214571428435,1.1836587963428866,1.0,0.0,0.5489181753197969,0.30488836280795634,0.061176297689097575,0.17606525609303994,1.3389213648535825,0.6111111111111112,2.1,4.0,11.0,4.0,68.0,243.01837873458862,1.0,3.573799687273362,1.0,1.0,458.0183787345886,132.0,18.0,1.0,True,1.0233333333333334,
zahabi__361__centrifuge,centrifuge,1,P17,zahabi,sess_1764881214955_9vqqte,24389.465762,1764880363.5271828,24379.465762,24389.465762,,,,,,,,,,,,,,143.0,4.766666666666667,150.4975524476322,52.24588061151213,147.90850000281353,1.2451855607127393,0.2920612657638585,0.7173716666670468,0.051050763313829475,2.0,2.0,0.5526525000004767,0.27087550000032934,21.2873299999992,0.0,1.0,0.0,0.5335795118101792,0.6197258054082304,0.11780268857787728,0.11477307176314744,1.4484437901107177,0.6783216783216783,1.7,1.0,1.0,7.0,43.0,38.57118272781372,0.0,0.89700424948404,1.0,1.0,38.57118272781372,7.0,1.0,1.0,True,,
zahabi__321__centrifuge,centrifuge,1,P11,zahabi,sess_1764862036407_ac5ipm,5967.630135,1764861941.6839075,5957.630135,5967.630135,,,,,,,,,,,,,,97.0,3.2333333333333334,141.16534536077376,51.11541249512344,125.08000000070751,1.1203969668072569,0.336180620270256,0.4564346166665018,0.07694113617762584,1.0,1.0,0.3608750000003056,,,,0.0,0.0,0.45898882664649604,0.3900082860279088,0.12983797258907756,0.27906077736631285,1.8946090444944756,0.5360824742268041,1.4,5.0,12.0,3.0,298.0,315.27690744400024,1.0,1.057976199476511,0.0,1.0,1368.2769074440002,71.0,33.0,1.0,True,,
zahabi__331__centrifuge,centrifuge,1,P12,zahabi,sess_1764873793901_qatgkd,16008.618229,1764871982.679381,15998.618229,16008.618229,323.0,0.26916666666666667,1.0925829516316354,0.1934008311295792,1.043930965974837,0.26782144264580876,-0.03029400550781612,1.2024153070351322,0.20850508619357144,0.1051835209039317,0.16099440883353108,0.12780088137085047,-0.03127049169213777,22.0,0.7333333333333333,198.43490909128874,136.04806122896963,138.0925000003117,0.904133719900534,0.375028061069326,0.14551893333361174,0.23637917062675107,,,,,,,,0.0,0.4059939027589285,0.8107136420745698,0.12138803364692327,0.23733128172988527,0.9938972639364227,0.7727272727272727,0.5,3.0,6.0,5.0,559.0,554.7783808708191,0.0,0.9924479085345601,1.0,1.0,629.7783808708191,0.0,0.0,1.0,True,0.26916666666666667,
zahabi__311__centrifuge,centrifuge,1,P8,zahabi,sess_1764860095668_e910ks,3984.660942,1764859958.7196178,3974.660942,3984.660942,407.0,0.33916666666666667,4.061329127206232,1.6463589207379241,2.891218478955316,3.3901665225428905,-0.3611867022692433,4.4242521908774,3.211830680800138,-0.19100384970331424,0.20735262907768778,-0.18040818008351955,-0.07288886405670739,56.0,1.8666666666666667,147.0016607142546,53.897892086058526,134.44925000021613,0.9850196452832771,0.4182544743228791,0.27440309999994195,0.09328922976890576,0.0,0.0,,,,,0.0,0.0,0.42517653644924275,0.41055073736303355,0.04828840399781536,0.2699412116237677,1.5389735336423014,0.5357142857142857,0.8,5.0,12.0,3.0,298.0,352.05161786079407,1.0,1.181381267989242,0.0,1.0,1484.051617860794,53.0,15.0,1.0,True,0.33916666666666667,
zahabi__331__centrifuge,centrifuge,1,P12,zahabi,sess_1764873793901_qatgkd,16150.618229,1764872124.679381,16140.618229,16150.618229,192.0,0.16,1.2004869923245556,0.19928299033335875,1.1147545672988304,0.30140063091826685,0.03548155032602914,1.0626518024569735,0.32652999737184474,0.25934444990089456,0.1315156030933555,0.23918306248141635,0.036625249982475745,25.0,0.8333333333333334,291.2143800002377,371.2613001979285,172.1269999998185,0.9702974865902771,0.4208359244492678,0.24267865000019812,0.12128727529752303,,,,,,,,0.0,0.47246917877409345,0.8305147661700915,0.10168340349719214,0.1361982652571914,0.8743095546405661,0.84,0.7,3.0,6.0,5.0,559.0,696.7783808708191,1.0,1.2464729532572791,1.0,1.0,771.7783808708191,0.0,0.0,1.0,True,0.16,
zahabi__341__centrifuge,centrifuge,1,P13,zahabi,sess_1764876093374_cgg6ok,19370.307096,1764875344.3581052,19360.307096,19370.307096,1970.0,1.6416666666666666,1.1966986709606087,0.17302512970942144,1.180503335283741,0.21298969496140252,-0.017240654280660524,1.1316549887553742,0.25084859999192677,-0.16857186933364582,0.08335854870975438,-0.17824995316815842,-0.011838826938089516,19.0,0.6333333333333333,159.00289473651546,186.36548003806618,100.61399999904096,1.0366093357233401,0.46694216065039706,0.10070183333312646,0.19343641666043887,2.0,2.0,1.117834500000754,0.8580115000004298,13.841738999999507,0.0,1.0,0.0,0.4731284953069255,0.6798266788049865,0.09219691804925614,0.28924128907772934,1.465790469338445,0.6842105263157895,0.5,3.0,6.0,5.0,559.0,1325.9841051101685,1.0,2.3720645887480654,1.0,1.0,1399.9841051101685,147.0,69.0,1.0,True,1.6416666666666666,
zahabi__331__centrifuge,centrifuge,1,P12,zahabi,sess_1764873793901_qatgkd,15706.618229,1764871680.679381,15696.618229,15706.618229,1358.0,1.1316666666666666,1.2382205505358035,0.2377034082555115,1.12767242229625,0.47629721036881145,-0.03921053682915234,1.2211413192358025,0.42522573353204063,0.3116560841810394,0.13364801283037878,0.27813291076922986,-0.04047443530846118,70.0,2.3333333333333335,144.2028928570965,144.07851544479348,112.18425000060962,1.2450663377841813,0.26871132520346735,0.3364734166665585,0.06468373251042875,,,,,,,,0.0,0.553379982067925,0.8243240858319246,0.04638994115641451,0.0694155442452481,0.18717625687320816,0.9714285714285714,0.4,3.0,6.0,5.0,559.0,252.7783808708191,0.0,0.45219746130736865,1.0,1.0,327.7783808708191,0.0,0.0,1.0,True,1.1316666666666666,
